class;article;text
0; Объем размещения акций российских компаний снизился в пять раз за 10 лет;Объем размещения акций российских компаний снизился в пять раз за 10 лет 31 августа 2023 ,  Frank Media  При этом доля IPO по отношению к SPO снизилась со 100% до 51,1%, пишут сотрудники РАНХиГС  Объем сделок первичного и вторичного публичного размещения акций (IPO и SPO соответственно) российских компаний за последние 10 лет снизился в 4,6 раза. Об этом говорится в записке сотрудников РАНХиГС Александра Абрамова, Андрея Косырева и Марии Черновой, с которой ознакомилась газета «Ведомости». Если в 2004–2013 гг. общий размер таких сделок составил $110,5 млрд, то с 2014-го до августа 2023 года – лишь $23,9 млрд. С 1996 года по настоящее время весь объем сделок IPO/SPO с акциями российских компаний составил $135,8 млрд.Сотрудники РАНХиГС выделили несколько трендов российского рынка IPO и SPO:Существенное снижение активности государства в проведении приватизационных сделок с акциями. Доля таких сделок в общем объеме публичных размещений сократилась с 43,3% в 1996–2003 гг. и 41,8% в 2004–2013 гг. до 21,6% за последние 10 лет, следует из расчетов. Приватизация пакетов акций крупных госкомпаний («Газпром», «Роснефть», Сбербанк, ВТБ, «Алроса», «Аэрофлот» и др.) являлась важным драйвером роста публичных размещений акций, пишут авторы. За весь рассматриваемый период доля приватизационных сделок в размещениях составила 38,3%.Рост сделок публичного размещения акций на российских биржах: с 2% в 1996–2003 гг. до 46,2% в следующем десятилетии и 58,9% в 2014–2023 гг. Это говорит о значительном потенциале отечественных бирж в привлечении инвестиций даже в условиях санкций и ухода с рынка иностранных портфельных инвесторов, пишут авторы.Существенное сокращение первичных размещений на бирже и сделок с привлечением капитала. В 1996–2003 гг. доля сделок с привлечением капитала составляла 67,9%, а на перепродажу акций их прежними владельцами приходилось 32,1%. В 2014–2023 гг. соотношение поменялось на 60/40 в пользу перепродажи. Одновременно с этим доля IPO по отношению к SPO снизилась со 100% в 1996–2003 гг. до 66,3 и 51,1% в два следующих десятилетия соответственно. Это говорит о проблемах с выходом на биржевой рынок новых эмитентов, пишут авторы.Привлекательность российских бирж для эмитентов сильно зависит от общего уровня ликвидности рынка акций, говорится в записке. В 2014–2023 гг. стоимость биржевых сделок с акциями снизилась в 2,8 раза до $1,9 трлн по сравнению с предыдущим десятилетием, параллельно с этим объемы сделок IPO/SPO на российских биржах сократились в 3,6 раза до $14,1 млрд, указывают авторы записки. Падение биржевой ликвидности после кризиса 2008 года они связывают как со снижением стоимости акций и оттоком средств нерезидентов, так и с медленным развитием рынка внутренних институциональных инвесторов.Основными причинами сокращения объема сделок IPO/SPO сотрудники РАНХиГС видят долгосрочное снижение цен на нефть после кризиса 2008 года, отток иностранных инвестиций, а также усложнение выхода на биржу в условиях роста рисков финансовых рынков. Среди других причин – появление доступа к иностранным рынкам с их высокой прозрачностью и корпоративной культурой, говорит директор департамента управления активами «Ингосстрах-инвестиций» Артем Майоров.В конце августа президент России Владимир Путина в ходе совета по стратегическому развитию и национальным проектам призвал российские компании активнее размещать свои акции на отечественном фондовом рынке, добившись в этой сфере «конкретных, осязаемых результатов».«Отмечу, что сейчас российские компании практически не размещают акции на отечественном фондовом рынке. С начала текущего года состоялось лишь два первичных размещения, кстати, они были удачным, — заявил Путин. — Знаю, что ЦБ и правительство работают в этой части. Однако здесь еще много предстоит сделать» (цитата по «Прайм»).В свою очередь, министр финансов России Антон Силуанов на совещании сообщил, что во втором полугодии 2023 года объем первичных размещений российскими компаниями составит около 10 млрд рублей, а в следующем году — составит более 30 млрд рублей. «Деньги, может быть, не значительные, но это первые шаги после перерыва выпуска акций для привлечения капитала», — сказал Силуанов.Кроме того, по прогнозу министра, капитализация российского рынка в 2024 году вырастет на два процентных пункта ВВП, в результате чего достигнет уровня более 26% ВВП.В июне 2023 года директор департамента по работе с эмитентами Московской биржи Наталья Логинова прогнозировала, что в 2023 году около 10 компаний проведут IPO. Среди них могут оказаться компании из сектора IT, финтех и ритейл, которым нужен капитал для быстрого роста. Однако есть и спрос от компаний из традиционной экономики, отмечала она. Алла Токарева
1; Российский рынок акций растет в понедельник на фоне умеренного ослабления рубля;"Российский рынок акций растет в понедельник на фоне умеренного ослабления рубля 21 августа 2023 ,  ПРАЙМ  Российский рынок акций растет в понедельник на порядка 0,6% на фоне умеренного ослабления рубля к доллару, следует из данных Московской биржи и комментария аналитика.Рублевый индекс Мосбиржи к 12.14 мск поднимался на 0,61%, до 3130,18 пункта, долларовый РТС - на 0,27%, до 1049,83 пункта. Доллар растет на 22 копейки, до 93,97 рубля.В лидерах роста – акции ""Ренессанс страхования"" (+8,61%), НМТП (+6,6%), акции ""Европейского медицинского треста"" (+5,82%), ""Совкомфлота"" (+3,34%), ""Эн+ Групп"" (+2,73%), а также акции ""Черкизово"" (+2,46%), расписки ""Циана"" (+2,09%).В лидерах снижения – акции РКК ""Энергия"" (-20,4%), ""Алросы"" (-1,51%), Московской биржи (-1,35%) и акции АФК ""Система"" (-1,09%).""Ожидаем, что индекс Мосбиржи продолжит восстановление. Ближайшей целью сегодня является отметка 3160 пунктов. Поддерживающим фактором выступает дорожающая нефть, а также текущая стабилизация ситуации на валютном рынке. Это должно поддержать спрос на акции экспортеров. Кроме этого, надеемся на то, что внимание участники торгов обратят и на акции Сбербанка, - говорит Алексей Головинов из ПСБ. АЛРОСА, акция об.АФК Система, акция об.Московская Биржа, акция об.Совкомфлот, акция об.РКК ЭНЕРГИЯ, акция об.Группа Черкизово, акция об.Группа Черкизово, деп. расп.ЭН+ ГРУП, деп. расп.ЭН+ ГРУП, акция об.Cian, деп. расп."
0; Управляющие отчитались о росте;Управляющие отчитались о росте 17 августа 2023 ,  Коммерсантъ Деньги  Самые успешные инвестиции середины лета  Минувший месяц был успешным для всех классических финансовых инвестиций. Лучшую динамику, по оценкам «Денег», продемонстрировали инвестиции в паевые инвестиционные фонды, ориентированные на вложения в акции компаний электроэнергетики. Высокий доход принесли все фонды российских акций, а также прямые инвестиции в акции отечественных компаний. Неплохо заработать можно было и на валютных активах: золоте, валютных ПИФах и валютных депозитах, которые выиграли от ослабления рубля.ПИФыСамыми доходными финансовыми инструментами в середине лета стали отдельные категории паевых инвестиционных фондов. По оценке «Денег», основанной на данных Investfunds, по итогам месяца, завершившегося 8 августа, только у пяти из 144 крупных розничных фондов (ОПИФы и БПИФы с активами свыше 500 млн руб.) произошло символическое снижение стоимости пая. Свыше половины фондов обеспечили доход выше 5%, а у 35 лучших паи подорожали более чем на 10%.Лидирующие позиции среди фондов заняли ПИФы, ориентированные на компании электроэнергетики. По данным InvestFunds, цена паев таких фондов выросла за месяц на 13–18%.Неплохую прибыль продолжают генерировать фонды, ориентированные на акции иностранных компаний. По данным Investfunds, их паи подорожали на 2–14%. Этому способствовало не столько повышение мировых фондовых индексов, сколько рост курса доллара в России.Слабость рубля оказала положительное влияние и на другие фонды с валютными активами: золото, еврооблигации, замещающие и юаневые облигации. За месяц паи таких фондов подорожали на 3–7,8% и 5–8,3% соответственно.Заметно отстали от рынка только фонды рублевых облигаций. По данным InvestFunds, в основной массе такие ПИФы показали прирост стоимости пая ниже 1%. Лучшую динамику среди таких фондов показали ПИФы с высокой долей корпоративных облигаций, а также инфляционных бондов. За отчетный период индекс корпоративных облигаций Московской биржи RUCBTRNS вырос лишь на 0,04%, в то же время индекс гособлигаций RGBITR упал на 0,8%.Хорошую прибыль инвесторы заработали не только на бумажном, в виде БПИФов, но и на физическом золоте. По расчетам «Денег», за минувший месяц такие инвестиции подорожали на 7,8%. Рост обязан валютной переоценке, поскольку мировые цены за месяц почти не изменились.Аналитики не ждут дальнейшего снижения цены металла, но и сильного роста не прогнозируют.АкцииВысокую прибыль частные инвесторы могли получить, инвестировав средства в российские акции. В начале августа индекс Московской биржи впервые с февраля 2022 года поднялся выше 3100 пунктов. 4 августа он достигал отметки 3194,84 пунктов, максимального значения с 21 февраля минувшего года.«Бычьему» настроению на рынке способствовало несколько причин: позитивная отчетность компаний, которые после годового перерыва возобновили ее раскрытие, реинвестирование ранее выплаченных дивидендов и слабость рубля. К тому же в отчетный период значительно подорожала на мировом рынке российская нефть Urals.Участники рынка с оптимизмом смотрят на перспективы фондового рынка и не исключают роста индекса до 3300 пунктов. Аналитики предупреждают и о рисках, которые должны учитывать на таких уровнях частные инвесторы.ДепозитыПодъем ключевой ставки не повлиял на доходность депозитов, открытых в первой декаде июля, поэтому по итогам отчетного периода вкладчики могли заработать 0,61%. Значительно больший доход принесли валютные депозиты. Долларовый вклад мог обеспечить своему держателю прибыль в размере 8%, что на 5 п. п. хуже результата предыдущего месяца, но второй по величине месячный результат в этом году. Вложения в евро увеличили сбережения в рублях на 7,8%. Татьяна Палаева
1; Российский рынок акций растет на 0,8% на ослаблении рубля;"Российский рынок акций растет на 0,8% на ослаблении рубля 15 августа 2023 ,  ПРАЙМ  Российский рынок акций растет на 0,8% после снижения в начале сессии: возобновившееся ослабление рубля вернуло рынок в зеленую зону, следует из данных Московской биржи и комментариев аналитиков.Рублевый индекс Мосбиржи к 14.32 мск поднимался на 0,79% - до 3175,65 пункта, долларовый РТС снижался на 0,03% - до 1 009,12 пункта.Разница в динамике индексов объясняется ростом доллара к рублю: американская валюта дорожает на 83 копейки - до 99,48 рубля.""Российский фондовый рынок к середине сессии находился в умеренном плюсе и был волатилен после решения ЦБ РФ повысить процентную ставку сразу с 8,5% до 12% по итогам экстренного заседания"", - комментирует Елена Кожухова из ""Велес Капитала"".""Такое ощущение, что рынок правильно оценил размер будущей ключевой ставки и уже заложил его в цены. Так что, по всей вероятности, одним резким повышением ставки дело не обойдется: ставку придется повышать дальше, если не последует укрепление рубля и снижение инфляционного давления, или вводить обязательную продажу экспортной валютной выручки, совмещая ее с контролем за движением капитала"", - отмечает Александр Арутюнян из ИК ""Русс-Инвест"".ЛИДЕРЫ И АУТСАЙДЕРЫВ лидерах роста – префы ""Сургутнефтегаза"" (+4,58%), депозитарные расписки Ozon (+4,12%), акции ТМК (+3,69%), депозитарные расписки HeadHunter (+3,69%), Globaltrans (+3,67%), а также акции ""Роснефти"" (+3,59%), ""Черкизово"" (+3,25%), Московской биржи (+3,01%), расписки FixPrice (+2,97%) и акции ""Мечела"" (+2,73%).Сильнее всего снижаются акции ЛСР (-1,29%), ПИКа (-0,96%) и обыкновенные акции ГК ""ГАЗ"".""Текущая рыночная конъюнктура наиболее благоприятна для нефтяников и экспортеров, поскольку им выгоден слабый рубль. Хуже рынка выглядят акции застройщиков ЛСР и ПИК, так как для них повышение ключевой ставки несет новые риски"", - поясняет Ксения Лапшина из ""Финама"".ПРОГНОЗЫ""Ближайшие дни покажут, стало ли решение ЦБ РФ переломным моментом в динамике российской валюты или лишь на время приостановило ее падение. В остальном более высокие процентные ставки в РФ представляются позитивным фактором для финансового сектора и крупнейших его представителей на бирже - Сбербанка, ВТБ, TCS Group и банка ""Санкт-Петербург"" - и несут понижательные риски для экономики в целом"", - отметила Кожухова.Владимир Чернов из Freedom Finance Global прогнозирует, что индекс Мосбиржи закроет основную торговую сессию вторника в диапазоне 3075–3200 пунктов, а РТС - 980–1030 пунктов. Елена ЛыковаПИК-Специализированный застройщик, акция об.Роснефть, акция об.ТМК, акция об.Мечел, акция об.Мечел, акция прив.Мечел, деп. расп.Московская Биржа, акция об.Группа ЛСР (ПАО), акция об.Группа Черкизово, акция об.Группа Черкизово, деп. расп.Сургутнефтегаз, акция об.Сургутнефтегаз, акция прив.Globaltrans Investment PLC, деп. расп.Озон Холдингс, деп. расп.Фикс Прайс, деп. расп."
1;Рынок акций РФ после утренней просадки перешел к росту на фоне решения ЦБ РФ;"Рынок акций РФ после утренней просадки перешел к росту на фоне решения ЦБ РФ 15 августа 2023 ,  Интерфакс  Регулятор на внеочередном заседании повысил ключевую ставку сразу на 350 базисных пунктов (до 12% годовых)  Рынок акций РФ после утренней просадки перешел к умеренному росту по факту объявления о повышении ключевой ставки ЦБ РФ сразу на 350 базисных пунктов (до 12% годовых) на внеочередном заседании регулятора 15 августа. При этом российский рубль, заметно укреплявшийся до заседания ЦБ, сократил свой рост к доллару США и оказался вблизи уровня 97,15 руб./$1 (-0,51 рубля к закрытию понедельника).К 10:45 индекс МосБиржи составил 3148,08 пункта (+0,55%), индекс РТС - 1020,63 пункта (+1,11%); цены большинства ""голубых фишек"" на Мосбирже демонстрируют позитивную динамику в пределах 2,1%.Подорожали акции ""Татнефти"" (+2,1%), ""Сургутнефтегаза"" (+2%, ""префы"" выросли на 0,6%), ""Газпром нефти"" (+1,8%), ""ЛУКОЙЛа"" (+1,3%), ВТБ (+1%), ""Московской биржи"" (+0,8%), ""Аэрофлота"" (+0,7%), ""Северстали"" (+0,7%), ""Русала"" (+0,6%), ""НЛМК"" (+0,5%), ""ММК"" (+0,5%), АФК ""Система"" (+0,5%), ""НОВАТЭКа"" (+0,4%), ""Полюса"" (+0,4%), ""Газпрома"" (+0,3%), ""Роснефти"" (+0,2%), Сбербанка (+0,2%, ""префы"" выросли в цене на 0,6%), ""Магнита"" (+0,1%), расписки TCS Group (+1,1%) и OZON (+1%).Подешевели акции ""МТС"" (-1,9%), ""Яндекса"" (-1,1%), ""РусГидро"" (-0,2%), ""Норникеля"" (-0,1%).Суммарный объем торгов акциями из расчета индекса МосБиржи к 10:45 составил 32,74 млрд рублей (из них 5,21 млрд рублей пришлось на обыкновенные акции Сбербанка, 4,94 млрд рублей на бумаги ""ЛУКОЙЛа"" и 4,42 млрд рублей на акции ""Газпрома"").Совет директоров Банка России принял решение повысить ключевую ставку с 15 августа на 350 базисных пунктов - до 12% годовых, говорится в сообщении ЦБ. Это решение принято с целью ограничения рисков для ценовой стабильности, пояснил регулятор.ЦБ не стал давать традиционный сигнал о будущей направленности денежно-кредитной политики (ДКП). В заявлении по итогам внеочередного заседания совета директоров осталась только базовая фраза: ""Банк России будет принимать дальнейшие решения по ключевой ставке с учетом фактической и ожидаемой динамики инфляции относительно цели, процесса структурной перестройки экономики, а также оценивая риски со стороны внутренних и внешних условий и реакции на них финансовых рынков"". Содержательной же части в этом абзаце на сей раз нет.Вместе с тем, ЦБ отметил, что с учетом проводимой денежно-кредитной политики годовая инфляция, по прогнозу, вернется к 4% в 2024 году. Аэрофлот, акция об.Аэрофлот, деп. расп.Татнефть, акция об.Татнефть, акция прив.Татнефть, деп. расп.Банк ВТБ (ПАО), акция об.МТС, акция об.МТС, деп. расп.Роснефть, акция об.Газпром нефть, акция об.Лукойл, акция об.Лукойл, деп. расп.АФК Система, акция об.НОВАТЭК, акция об.Московская Биржа, акция об.НЛМК, акция об.НЛМК, деп. расп.Сургутнефтегаз, акция об.Сургутнефтегаз, акция прив.Яндекс, акция об."
0;Индекс Мосбиржи превысил 3200 пунктов впервые с 21 февраля 2022 года;Индекс Мосбиржи превысил 3200 пунктов впервые с 21 февраля 2022 года 14 августа 2023 ,  РБК  С начала года российский рынок акций вырос почти на 50% в рублевом выражении. В момент, когда индекс Мосбиржи превысил 3200 пунктов, в его составе не было падающих акций  Индекс Мосбиржи вырос на 1,53%, до 3203,91 пунктов, свидетельствуют данные торгов на Московской бирже по состоянию на 10:05 мск. Отметку в 3200 пунктов фондовый индекс превысил впервые с 21 февраля 2022 года.Индекс РТС поднялся на 0,06%, до 1001,56 пункта.По состоянию на 10:05 мск лидерами роста в составе индекса Мосбиржи были обыкновенные акции «Татнефти» (+2,58%), «Сургутнефтегаза» (+2,48%), привилегированные акции «Татнефти» (+2,05%), акции «ФСК-Россети» (+2,02%) и «Роснефти» (+1,85%). При этом ни одна из бумаг в индексе не показывала негативную динамику.«Стоит отметить, что сегодня понедельник, а по понедельникам в этом году в подавляющем большинстве случаев рынок акций растет», — напомнил руководитель направления инвестиционного консультирования «Алор Брокер» Алексей Антонов.Настроения на российском рынке акций по-прежнему определяются главным образом внутренними факторами и корпоративными историями, считает аналитик «Велес Капитал» Елена Кожухова. Она упомянула, что в понедельник инвесторы ждут финансовых результатов АЛРОСА за первое полугодие. По прогнозам Кожуховой, компания может объявить о промежуточных дивидендах. Решение по дивидендам за первое полугодие должна также принять «Татнефть».Алексей Антонов из «Алор Брокера» полагает, что после пробоя отметки в 3200 пунктов можно ожидать роста индекса Мосбиржи еще на 100 пунктов.Эксперт «БКС Мир Инвестиций» Василий Карпунин согласился, что после прохождения 3200 пунктов следующий ориентир по индексу Мосбиржи — это 3300 пунктов.«Такой подъем может быть обеспечен в первую очередь ростом голубых фишек, ориентированных на экспорт. Вновь отметим, что покупка наиболее ликвидных акций сейчас выглядит более привлекательной, чем покупка бумаги второго или третьего эшелонов», — полагает Карпунин.В инвестбанке «Синара» отметили, что рост курса доллара поддерживает интерес розничных инвесторов к акциям как способу спасти обесценивающиеся рублевые сбережения. Но аналитики предупредили, что снижение цен на облигации на фоне ослабления рубля и роста инфляционных ожиданий наряду с непредсказуемыми изменениями в геополитической ситуации в какой-то момент может спровоцировать коррекцию и на рынке акций.Марина АнуфриеваТатнефть, акция об.Татнефть, акция прив.Татнефть, деп. расп.Роснефть, акция об.Россети, акция об.Сургутнефтегаз, акция об.Сургутнефтегаз, акция прив.
2; Российский рынок акций замедлил рост во второй половине дня;"Российский рынок акций замедлил рост во второй половине дня 09 августа 2023 ,  ПРАЙМ  Российский рынок акций немного замедлил рост во второй половине дня, несмотря на позитивный внешний фон и дорожающую нефть, следует из данных Московской биржи и комментария аналитика.Рублевый индекс Мосбиржи к 14.45 мск растет на 0,6% - до 3103,75 пункта, долларовый индекс РТС - на 0,01%, до 999,89 пункта. При этом максимально в ходе торгов индекс Мосбиржи поднимался на 1,13%, до 3120,25 пункта, РТС - на 1,2%, до 1011,76 пункта.Октябрьский фьючерс на нефть марки Brent в это же время дорожает на 0,93% - до 86,97 доллара за баррель.""Сегодня российский рынок открылся вверх, но после непродолжительной консолидации стал сдавать позиции. При этом внешний фон остается достаточно позитивным благодаря поступательному росту нефтяных цен, обновивших максимум с января. Дополнительную поддержку индексу Мосбиржи оказывает ослабление рубля"", - говорит Дмитрий Бабин из ""БКС Мир инвестиций"".ЛИДЕРЫ И АУТСАЙДЕРЫВ лидерах роста к 14.45 мск оказались акции ФСК ""Россети"" (+2,99%), ""Русснефти"" (+2,82%), ""Русгидро"" (+1,61%), расписки Globaltrans (+1,52%) и привилегированные акции ""Сургутнефтегаза"" (+1,05%).""Расписки Globaltrans поддержала статистика РЖД, отразившая увеличение объема контейнерных перевозок на 15,1% в годовом выражении, до 618,3 тысячи ДФЭ, за июль текущего года и на 12,6% год к году, до 4,19 миллиона ДФЭ, за первое полугодие. Эта статистика дает основание прогнозировать рост выручки компании"", - считает Владимир Чернов из Freedom Finance Global.Сильнее всего снижаются акции НМТП (-3,84%), ДВМП (-1,46%), обыкновенные акции банка ""Санкт-Петербург"" (-1,32%), акции ""Совкомфлота"" (-1,18%) и расписки ""Русагро"" (-1,13%).При этом бумаги Сбербанка не реагируют на сообщение кредитной организации о чистой прибыли по РСБУ за июль в объеме 130,4 миллиарда рублей, а за семь месяцев - 858,2 миллиарда рублей. Обыкновенные акции банка снижаются на 0,11%, привилегированные - на 0,04%.ПРОГНОЗЫ""Если драйверы роста российского рынка не усилятся, он может перейти к консолидации в диапазоне 3000–3120 пунктов по индексу Мосбиржи. Эта динамика способна сохраняться по меньшей мере на краткосрочном горизонте до появления сильных внутренних или внешних сигналов"", - считает Бабин.Алексей Калачев из ""Финама"" полагает, что в отсутствие негативных новостей российский рынок акций завершит торги среды ростом.""Прогноз для индекса Мосбиржи на закрытие торгов 9 августа: диапазон 2960–3160 пунктов, актуальный коридор для РТС: 980–1025 пунктов"", - заключает Чернов. Иван ТаскинБанк Санкт-Петербург, акция об.Банк Санкт-Петербург, акция прив.Россети, акция об.Совкомфлот, акция об.РуссНефть, акция об.Сургутнефтегаз, акция об.Сургутнефтегаз, акция прив.ДВМП (FESCO), акция об.Новороссийский морской торговый порт, акция об.Новороссийский морской торговый порт, деп. расп.Globaltrans Investment PLC, деп. расп.РОС АГРО ПЛС, деп. расп."
0; Акции НМТП обновили исторический максимум на рекордных оборотах;Акции НМТП обновили исторический максимум на рекордных оборотах 07 августа 2023 ,  БКС Экспресс  Акции Новороссийского морского торгового порта (НМТП) резко ускорили рост, в очередной раз обновив исторический максимум. Котировки приближались к отметке 17,45 руб., прибавляя 33,6%, после чего в рамках коррекции ощутимо просели.  Объем торгов НМТП составил 11,5 млрд руб. — сегодня это максимум среди всех эмитентов. Даже такой тяжеловес, как Сбербанк, уступил по данному показателю и находится на втором месте.При этом отсутствуют какие-либо новости, способные вызвать столь сильный импульс. Акции поступательно растут с конца 2022 г., а на прошлой неделе усилили восходящую динамику, подъем стал почти вертикальным.В более скромном плюсе торгуются и другие представители транспортного сектора. В результате отраслевой индекс в понедельник с большим отрывом лидирует среди фондовых индикаторов биржи. Спрос на бумаги транспортно-логистических компаний остается повышенным на фоне позитивной отраслевой статистики, чему способствуют переориентация и трансформация внешнеторговых путей из-за геополитики и санкций.В конце июля вышел отчет НМТП по РСБУ за I полугодие 2023 г. Чистая прибыль сократилась на 13% в годовом выражении (г/г), но прибыль от продаж выросла на 14% г/г. Чистый долг был отрицательным. Компания не публиковала отчетность по МСФО последние полтора года, поэтому полную картину оценить сложно.Акции НМТП относительно ликвидны и доступны для открытия коротких позиций участникам торгов. 
1; Сбербанк не намерен менять периодичность выплат дивидендов;"Сбербанк не намерен менять периодичность выплат дивидендов 03 августа 2023 ,  ТАСС  Сбербанк не намерен менять периодичность дивидендных выплат, сохранит формат ""по итогам года"", сообщил финансовый директор кредитной организации Тарас Скворцов в ход конференц-звонка для инвесторов и аналитиков.""Мы не планируем менять подход к периодичности дивидендных выплат. Выплаты дивидендов один раз, по итогам года, они соответствуют тем рискам, той волатильности, которая есть сегодня. Поэтому в этой части изменений не будет с большой вероятностью"", - сказал Скворцов.Ранее Сбербанк сообщал, что рекордные дивиденды за 2022 год по акциям ""Сбера"" получат 1,75 млн миноритарных акционеров - физических лиц. С 2021 года доля частных лиц в структуре капитала Сбербанка выросла в 2,5 раза.Глава Сбербанка Герман Греф также отмечал, что организация планирует сохранить дивидендную политику, ориентируется на 50% от чистой прибыли. Сбербанк России, акция об.Сбербанк России, акция прив."
1;" Стоимость акции ""Лукойла"" превысила 6 тыс. рублей впервые с 22 февраля 2022 года";"Стоимость акции ""Лукойла"" превысила 6 тыс. рублей впервые с 22 февраля 2022 года 01 августа 2023 ,  ТАСС  Обыкновенные акции ""Лукойла"" в ходе торгов на Мосбирже росли на 1,65%, достигая отметки в 6 036 руб. за бумагу впервые с 22 февраля 2022 года, свидетельствуют данные торгов на 14:20 мск.К 14:40 мск стоимость обыкновенных акций компании немного замедлила рост - до 5 984 руб. за бумагу (+0,77%).В лидерах роста среди ""голубых фишек"" также акции ""Сургутнефтегаза"", которые прибавляют 3,41%, до 30,8 руб. за бумагу. Бумаги ""Норникеля"" растут на 2,01%, до 17 048 руб., акции Сбербанка - на 1,21%, до 270,64 руб. за бумагу.По данным на 14:40 мск, индекс Мосбиржи поднимался на 0,8%, до 3 098,2 пункта, а долларовый индекс РТС находился на отметке 1 062,96 пункта (+0,52%). Лукойл, акция об.Лукойл, деп. расп."
1;Индекс МосБиржи превысил 3100 пунктов впервые с февраля 2022 года;"Индекс МосБиржи превысил 3100 пунктов впервые с февраля 2022 года 01 августа 2023 ,  Интерфакс  В лидерах роста акции Сбербанка (+2,7% и +2,9% ""префы""), ""Норникеля"" (+2,5%), ""Сургутнефтегаза"" (+2,2%), ""РусГидро"" (+2%)  Индекс МосБиржи, один из основных российских фондовых индикаторов, днем во вторник превысил отметку 3100 пунктов, обновив максимум с февраля 2022 года на фоне ослабления рубля и дорогой нефти.К 14:06 индекс МосБиржи составил 3100,23 пункта (+0,9%), индекс РТС - 1063,84 пункта (+0,6%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 2,9%.Доллар вырос до 91,8 рубля (+0,2 рубля).В лидерах роста выступают акции Сбербанка (+2,7% и +2,9% ""префы""), ""Норникеля"" (+2,5%), ""Сургутнефтегаза"" (+2,2%), ""РусГидро"" (+2%).Октябрьские фьючерсы на нефть Brent стоят $85,25 за баррель (-0,2%).Предыдущий ""круглый"" уровень 3000 пунктов индекс МосБиржи преодолел в пятницу, 28 июля. Сбербанк России, акция об.Сбербанк России, акция прив.ГМК Норильский никель, акция об.РусГидро, акция об.Сургутнефтегаз, акция об.Сургутнефтегаз, акция прив."
